name,location,node_type
Ruschweg,POINT(10.640423 53.787292),['Station']
Birkenweg,POINT(9.55426 53.412408),['Station']
Moorweg,POINT(10.640742 53.783792),['Station']
Ahlerstedter Weg,POINT(9.487413 53.396625),['Station']
Jeftkamp,POINT(9.471322 53.367604),['Station']
Schlangenweg,POINT(9.503091 53.404126),['Station']
Schuldamm,POINT(9.503392 53.390161),['Station']
Drosselgasse,POINT(9.504357 53.39545),['Station']
Rathaus,POINT(9.619283 53.435818),['Station']
Feldstraße,POINT(9.62569 53.439703),['Station']
Beckdorfer Straße,POINT(9.614198 53.433778),['Station']
Stader Straße,POINT(9.611952 53.437689),['Station']
Grundschule,POINT(9.615789 53.436654),['Station']
Schulzentrum,POINT(9.608429 53.431283),['Station']
Gräfenweg,POINT(9.611265 53.439095),['Station']
Zentrum,POINT(9.615744 53.43457),['Station']
Bockhorst,POINT(9.567213 53.350564),['Station']
Tannenweg,POINT(10.653935 53.774723),['Station']
Abzweig Rübke,POINT(9.712989 53.474876),['Station']
Am Eichholz,POINT(9.688248 53.465856),['Station']
An der Rehwiese,POINT(9.655277 53.462304),['Station']
Apensener Straße 124,POINT(9.662727 53.462101),['Station']
Heitmannsweg,POINT(9.67231 53.465417),['Station']
Wettloopsweg,POINT(9.667925 53.464246),['Station']
Bf. Buxtehude (Süd),POINT(9.688663 53.470104),['Station']
Bf. Buxtehude (Vorplatz),POINT(9.68971 53.470565),['Station']
Bf. Buxtehude (Nord),POINT(9.690376 53.470813),['Station']
Parkstraße,POINT(9.694732 53.473788),['Station']
Bebelstraße,POINT(9.682578 53.46251),['Station']
Berliner Straße (Schulzentrum),POINT(9.665185 53.460452),['Station']
Am Steingrab,POINT(9.658528 53.457353),['Station']
Beim Soll,POINT(9.666868 53.457334),['Station']
Alte Trift,POINT(9.663432 53.457119),['Station']
Eibenweg,POINT(9.655722 53.458905),['Station']
Estetalstraße,POINT(9.689558 53.463054),['Station']
Königsdamm,POINT(9.679837 53.471906),['Station']
Halepaghenschule,POINT(9.694111 53.476362),['Station']
Poststraße,POINT(9.698442 53.473147),['Station']
Viverstraße,POINT(9.703264 53.476982),['Station']
Hochschule 21,POINT(9.706692 53.477537),['Station']
Hastedtstraße,POINT(9.684723 53.47417),['Station']
Hauptstraße,POINT(9.689597 53.466405),['Station']
Kellerkuhle,POINT(9.660673 53.46461),['Station']
Leanderweg (Wendeplatz),POINT(9.691348 53.477798),['Station']
Hafenbrücke,POINT(9.70185 53.478024),['Station']
Am Klöterbusch,POINT(9.674334 53.460113),['Station']
Krankenhaus,POINT(9.677903 53.462061),['Station']
Umspannwerk,POINT(9.669327 53.472945),['Station']
Sagekuhle,POINT(9.690894 53.480424),['Station']
Schanzenstraße (Süd),POINT(9.693563 53.463992),['Station']
Schlangenweg,POINT(9.675168 53.466173),['Station']
K.-Adenauer-Allee (SZ-Nord),POINT(9.698628 53.469848),['Station']
Eichenweg,POINT(9.674622 53.469717),['Station']
Denkmal,POINT(9.684442 53.468897),['Station']
Hittenkoferweg,POINT(9.679794 53.46922),['Station']
Delmer Bogen,POINT(9.66933 53.457868),['Station']
Torfweg (Schulzentrum Süd),POINT(9.667659 53.458839),['Station']
Giselbertstraße,POINT(9.687789 53.470971),['Station']
ZOB,POINT(9.69784 53.474103),['Station']
Im Obstgarten,POINT(9.708912 53.468835),['Station']
Torfweg,POINT(9.670106 53.457414),['Station']
Ellerbruch,POINT(9.695836 53.463925),['Station']
Brillenburgsweg,POINT(9.697487 53.468184),['Station']
Bertha-von-Suttner-Allee,POINT(9.684863 53.461392),['Station']
Rudolf-Diesel-Straße,POINT(9.700382 53.462955),['Station']
Esteanger,POINT(9.702877 53.48181),['Station']
Gartenstraße,POINT(9.687722 53.476147),['Station']
Schanzenstraße (Nord),POINT(9.702699 53.466464),['Station']
Feuerwehrhaus,POINT(10.551724 53.715976),['Station']
Beidendorf,POINT(10.677818 53.788185),['Station']
Wulfsdorf,POINT(10.682813 53.809078),['Station']
Vorrade,POINT(10.674028 53.816085),['Station']
Heimbrucher Straße 101,POINT(9.67537 53.437177),['Station']
Abzweigung Heimbruch,POINT(9.693098 53.436374),['Station']
Auf dem Knüll,POINT(9.692168 53.439327),['Station']
Zum Baaksberg,POINT(9.694631 53.421485),['Station']
Schule,POINT(10.036617 53.341746),['Station']
Buxtehuder Straße,POINT(9.696988 53.413879),['Station']
Friedhof,POINT(9.705582 53.406074),['Station']
Twiete,POINT(9.704098 53.404564),['Station']
Grundschule,POINT(9.698346 53.407707),['Station']
Kreuzung,POINT(9.696317 53.405967),['Station']
Schützenplatz,POINT(9.695583 53.400607),['Station']
Rahmstorfer Straße,POINT(9.692728 53.402564),['Station']
Im Alten Moor,POINT(10.029947 53.352784),['Station']
Horster Mühle,POINT(10.027783 53.367701),['Station']
Bergfeld,POINT(9.696121 53.408681),['Station']
Dorfstraße,POINT(9.697468 53.405538),['Station']
Erikaweg,POINT(10.039731 53.374067),['Station']
Fachenfelder Weg,POINT(10.04644 53.371897),['Station']
Hof Freschenhausen,POINT(10.052434 53.37675),['Station']
BAB-Auffahrt,POINT(10.035423 53.343284),['Station']
Im Lehmsaal,POINT(10.041446 53.342755),['Station']
Zum Buchwedel,POINT(10.050618 53.342055),['Station']
Holtorfsloher Straße,POINT(10.076993 53.332303),['Station']
Querstraße,POINT(10.075216 53.329705),['Station']
Horner Straße,POINT(10.024887 53.34032),['Station']
Hinter den Höfen,POINT(10.027605 53.344115),['Station']
Buchwedelweg,POINT(10.029479 53.347109),['Station']
Immenweg,POINT(10.030611 53.373446),['Station']
Am Berge,POINT(9.660288 53.402011),['Station']
Emmener Straße,POINT(9.684018 53.384482),['Station']
Meierstraße,POINT(9.685873 53.380212),['Station']
Abzweigung Wohlesbostel,POINT(9.710104 53.385983),['Station']
Schützenholz,POINT(9.71519 53.379186),['Station']
Alter Postweg,POINT(9.733503 53.378913),['Station']
Am Stinnberg,POINT(9.713297 53.365764),['Station']
Breitensteiner Allee,POINT(9.72286 53.367153),['Station']
Moisburger Straße,POINT(9.715581 53.3685),['Station']
Schulzentrum,POINT(9.716603 53.36313),['Station']
Am Mühlenberg,POINT(9.725621 53.370524),['Station']
Am Alten Bahndamm,POINT(9.707302 53.366609),['Station']
Wiesenweg,POINT(9.73283 53.357209),['Station']
Siedlung,POINT(9.722708 53.369724),['Station']
Alte Dorfstraße,POINT(9.71289 53.367483),['Station']
Jahnstraße,POINT(9.712447 53.362517),['Station']
Wohlesbosteler Straße,POINT(9.705519 53.369611),['Station']
Breitensteiner Allee (Süd),POINT(9.719203 53.363204),['Station']
Kreisstraße,POINT(9.678243 53.369132),['Station']
Hasenallee,POINT(9.664163 53.369912),['Station']
Birkenweg,POINT(9.664699 53.372479),['Station']
Kurze Straße,POINT(9.65182 53.382128),['Station']
Bachstraße,POINT(9.645949 53.377524),['Station']
Langes Feld,POINT(9.649337 53.379904),['Station']
Zum Hohen Berg,POINT(9.659948 53.386801),['Station']
Breite Straße,POINT(9.607476 53.358138),['Station']
Birkenweg,POINT(9.608017 53.357138),['Station']
Sauensieker Weg,POINT(9.601359 53.358941),['Station']
Unter den Eichen,POINT(9.601587 53.353783),['Station']
Zum Ahrensberg,POINT(9.597336 53.354792),['Station']
Dorfstraße 80,POINT(9.589851 53.348962),['Station']
Birkenhain,POINT(9.740077 53.452868),['Station']
Inne Beek (Ost),POINT(9.73977 53.452519),['Station']
Inne Beek (West),POINT(9.733999 53.450461),['Station']
Inne Beek 73,POINT(9.727963 53.44605),['Station']
Inne Beek 62,POINT(9.72787 53.445925),['Station']
Ardestorfer Weg,POINT(9.729089 53.445028),['Station']
Inne Beek 5,POINT(9.734317 53.450603),['Station']
Inne Beek 4,POINT(9.739436 53.452404),['Station']
Eilendorfer Moor,POINT(9.729389 53.458118),['Station']
Hellbergweg,POINT(9.805425 53.44345),['Station']
Hogenbarg,POINT(9.762787 53.450901),['Station']
Ketzendorfer Grund,POINT(9.764844 53.443897),['Station']
Hamburger Chaussee,POINT(9.755687 53.451188),['Station']
Am Mühlenberg,POINT(9.754691 53.449344),['Station']
Ostergrund,POINT(9.747362 53.451097),['Station']
Soltauer Chaussee 41,POINT(9.75708 53.447388),['Station']
Alter Postweg 35,POINT(9.71886 53.46139),['Station']
Lüneburger Schanze,POINT(9.709374 53.464969),['Station']
Ostmoor,POINT(9.72073 53.467767),['Station']
Ostmoorweg,POINT(9.71872 53.464697),['Station']
Alter Postweg (Kehre),POINT(9.721488 53.460062),['Station']
Lurup,POINT(9.726338 53.457544),['Station']
An den Geestbergen,POINT(9.715917 53.462746),['Station']
Schadeland,POINT(10.864268 53.539727),['Station']
Ruhmannshof,POINT(9.728003 53.405328),['Station']
Gemeindehaus,POINT(9.74579 53.390635),['Station']
Kreisstraße,POINT(9.747144 53.391552),['Station']
Am Kinderspielplatz,POINT(9.747125 53.40247),['Station']
Ortsmitte,POINT(9.746974 53.40416),['Station']
"Oldendorf (Kreis Harburg), Kreuzung",POINT(9.756218 53.378574),['Station']
SZ Ernst-Moritz-Arndt-Straße,POINT(9.790462 53.467541),['Station']
Postweg,POINT(9.799088 53.459388),['Station']
Grundschule am Moor,POINT(9.786249 53.466095),['Station']
Wulmstorfer Wiesen,POINT(9.787327 53.474714),['Station']
Wesenberg,POINT(9.799361 53.451515),['Station']
S Neugraben (Am Johannisland),POINT(9.853958 53.475541),['Station']
Buxtehuder Straße 106,POINT(9.750224 53.490489),['Station']
Buxtehuder Straße 6,POINT(9.777111 53.491764),['Station']
Buxtehuder Straße 40,POINT(9.761508 53.490417),['Station']
Kurzer Weg,POINT(9.763252 53.490245),['Station']
Nincoper Deich 29-33,POINT(9.78 53.495644),['Station']
Rübker Bruch,POINT(9.756794 53.490555),['Station']
Nincoper Deich (Kehre),POINT(9.780969 53.49916),['Station']
Moorender Weg (Kehre),POINT(9.742006 53.490945),['Station']
Nincoper Deich 14,POINT(9.779658 53.493454),['Station']
Dohrener Weg,POINT(9.693366 53.341918),['Station']
Siedlung,POINT(9.708534 53.345809),['Station']
Wiesenweg,POINT(9.707355 53.33807),['Station']
Siedlung (Wendeplatz),POINT(9.709853 53.344732),['Station']
In den Büchen,POINT(9.794736 53.347332),['Station']
Beckerberg,POINT(9.780907 53.346534),['Station']
Drestedter Weg,POINT(9.77177 53.341148),['Station']
Kriegerdenkmal,POINT(9.769288 53.351722),['Station']
Unter den Eichen,POINT(9.774363 53.346676),['Station']
Am Schulberg,POINT(9.756144 53.348104),['Station']
Lindenstraße,POINT(9.777218 53.360818),['Station']
Am Schäferstieg,POINT(9.756051 53.348815),['Station']
Wennerstorfer Kirchweg 24a,POINT(9.752021 53.36213),['Station']
Wennerstorfer Kirchweg 66,POINT(9.743283 53.363245),['Station']
Kreuzung,POINT(9.680685 53.391258),['Station']
Regesbosteler Straße,POINT(9.671023 53.388635),['Station']
Estesiedlung,POINT(9.752437 53.326895),['Station']
Poststraße,POINT(9.76775 53.328828),['Station']
Bahnhofstraße,POINT(9.756605 53.329223),['Station']
Feuerwehr,POINT(9.756382 53.332711),['Station']
Kurze Straße,POINT(9.757192 53.335257),['Station']
Trelder Straße,POINT(9.768505 53.329057),['Station']
Zum Tannhof,POINT(9.74607 53.320717),['Station']
Altklosterbergstraße,POINT(9.706909 53.456133),['Station']
Eilendorfer Weg,POINT(9.700981 53.451783),['Station']
Hohe Berge,POINT(9.704483 53.458726),['Station']
Holzweg,POINT(9.805374 53.437556),['Station']
Zum Wiebusch,POINT(9.805539 53.438328),['Station']
Mühlenstraße,POINT(9.790288 53.426605),['Station']
Kirche,POINT(9.789271 53.424491),['Station']
Fliegenmoor,POINT(9.781859 53.427972),['Station']
Schule,POINT(9.791251 53.42419),['Station']
Am Dorfteich,POINT(9.761799 53.430187),['Station']
Hohenhausen,POINT(9.455572 53.352947),['Station']
Klein Wangersen,POINT(9.467771 53.358813),['Station']
Groß Moor,POINT(10.046593 53.444877),['Station']
Wohlersweg,POINT(9.999648 53.455703),['Station']
Großmoorbogen,POINT(10.006044 53.453043),['Station']
Großmoordamm 121,POINT(10.009248 53.451686),['Station']
Großmoordamm 181,POINT(10.017699 53.448784),['Station']
Kanzlershofer Weg,POINT(10.02341 53.447801),['Station']
Fünfhausener Straße (Süd),POINT(10.034203 53.445992),['Station']
Bf. Harburg (Großmoordamm),POINT(9.993354 53.457588),['Station']
Großmoorring,POINT(10.008628 53.456634),['Station']
Großmoorbogen (Neuländer See),POINT(10.010792 53.46029),['Station']
Neuländer Weg,POINT(10.006999 53.462865),['Station']
Neuländer Hauptdeich,POINT(9.994851 53.470084),['Station']
Schöpfwerk Neuland,POINT(9.999311 53.469561),['Station']
Neuländer Elbdeich 76,POINT(10.006642 53.468161),['Station']
Wendts Weg,POINT(10.011906 53.468512),['Station']
Neuländer Elbdeich 174,POINT(10.021123 53.471039),['Station']
Alte Schule Neuland,POINT(10.027449 53.470473),['Station']
Schule Neuland,POINT(10.036574 53.467941),['Station']
Fünfhausener Hauptdeich,POINT(10.045076 53.466456),['Station']
Fünfhausener Straße,POINT(10.049659 53.463019),['Station']
Schöpfwerk,POINT(10.059697 53.457359),['Station']
Yachthafen,POINT(10.063969 53.455416),['Station']
Südstrand,POINT(10.069977 53.451858),['Station']
Schule,POINT(10.072259 53.449825),['Station']
Lührsweg,POINT(10.076228 53.447875),['Station']
Uhlenbusch,POINT(10.082327 53.444442),['Station']
Sportplatz,POINT(10.086662 53.442084),['Station']
Bäckerstraße,POINT(10.092614 53.438831),['Station']
Overdeich,POINT(10.097056 53.434854),['Station']
Am Junkernfeld,POINT(10.100369 53.427977),['Station']
Butendieksweg,POINT(10.079578 53.446416),['Station']
Harburg,POINT(9.991305 53.456886),['Station']
Neuland,POINT(10.003899 53.462936),['Station']
Schlachthofstraße (Süd),POINT(9.994088 53.459352),['Station']
Schlachthofstraße (Nord),POINT(9.995365 53.462442),['Station']
Ziegelerstraße,POINT(9.991145 53.498455),['Station']
Mengestraße,POINT(9.991456 53.500806),['Station']
Rathaus Wilhelmsburg,POINT(9.996682 53.49937),['Station']
Dratelnstraße,POINT(9.999123 53.498721),['Station']
Rotenhäuser Straße (West),POINT(9.991934 53.504468),['Station']
Neuhöfer Straße (Ost),POINT(9.99267 53.510186),['Station']
Vogelhüttendeich,POINT(9.993378 53.51594),['Station']
Werkcentrum Elbinsel,POINT(9.999623 53.519949),['Station']
Harburger Chaussee,POINT(10.005609 53.520591),['Station']
Stübenplatz,POINT(9.987592 53.517381),['Station']
Mannesallee,POINT(9.987245 53.514769),['Station']
Veringstraße (Mitte),POINT(9.986679 53.510514),['Station']
Krankenhaus Groß-Sand,POINT(9.986107 53.506008),['Station']
Neuhöfer Straße (Mitte),POINT(9.982282 53.510712),['Station']
Ernastraße,POINT(9.983159 53.518657),['Station']
Industriestraße,POINT(9.982141 53.517021),['Station']
Inselpark,POINT(10.003837 53.497306),['Station']
Alec-Moore-Straße,POINT(10.381629 53.246688),['Station']
Allensteiner Straße,POINT(10.463615 53.263969),['Station']
Am Bäckfeld,POINT(10.388648 53.216844),['Station']
Am Bargenturm,POINT(10.398589 53.245331),['Station']
Uelzener Straße (Kurzentrum),POINT(10.404253 53.240789),['Station']
Kurpark,POINT(10.404517 53.238333),['Station']
Am Graben,POINT(10.41816 53.266792),['Station']
Am Kreideberg,POINT(10.403509 53.255113),['Station']
Rathaus,POINT(10.406942 53.250615),['Station']
Am Schwalbenberg,POINT(10.422342 53.24602),['Station']
Lilienthalstraße,POINT(10.459861 53.243535),['Station']
Stadttheater,POINT(10.407285 53.243719),['Station']
Am Springintgut,POINT(10.4003 53.251853),['Station']
Psychiatrische Klinik,POINT(10.388185 53.254367),['Station']
Am Ziegeleiteich,POINT(10.472016 53.259831),['Station']
Markt,POINT(10.408833 53.250701),['Station']
Ziegelkamp,POINT(10.42759 53.247503),['Station']
Munstermannskamp,POINT(10.40517 53.232196),['Station']
Auf dem Schmaarkamp,POINT(10.412126 53.26061),['Station']
Auf der Hude,POINT(10.41355 53.258355),['Station']
Bürgeramt,POINT(10.409344 53.252115),['Station']
Bei der Pferdehütte,POINT(10.404847 53.274004),['Station']
Rote Straße,POINT(10.40943 53.245634),['Station']
Bessemerstraße,POINT(10.412715 53.26984),['Station']
Behördenzentrum Ost,POINT(10.430808 53.251005),['Station']
Hopfengarten,POINT(10.428217 53.251045),['Station']
Blücherstraße (Uni),POINT(10.400033 53.230828),['Station']
Blümchensaal,POINT(10.423015 53.24328),['Station']
Böcklerstraße (TÜV),POINT(10.409506 53.271622),['Station']
Städtisches Klinikum,POINT(10.397125 53.240873),['Station']
Boizenburger Straße,POINT(10.398733 53.257541),['Station']
Brockwinkler Weg,POINT(10.386511 53.256804),['Station']
Bunsenstraße,POINT(10.4412 53.249469),['Station']
Elso-Klöver-Straße,POINT(10.477737 53.244951),['Station']
Gellersstraße,POINT(10.429509 53.247992),['Station']
Postamt,POINT(10.404005 53.242832),['Station']
Pulverweg (Nord),POINT(10.422541 53.251104),['Station']
Wacholderweg,POINT(10.442628 53.245165),['Station']
Dessauer Straße,POINT(10.401494 53.264069),['Station']
Wiesenrain,POINT(9.305377 53.511783),['Station']
Dörnbergstraße,POINT(10.393718 53.251265),['Station']
Ebelingweg,POINT(10.391146 53.261099),['Station']
Eintracht-Sportplatz,POINT(10.386069 53.221358),['Station']
Eisenbahnbrücke,POINT(10.419036 53.26246),['Station']
Elbinger Straße,POINT(10.402793 53.262544),['Station']
Ernst-Braune-Straße,POINT(10.388487 53.239626),['Station']
Finanzamt,POINT(10.412124 53.255559),['Station']
Flugplatz,POINT(10.456575 53.246469),['Station']
Freibad,POINT(10.442233 53.241),['Station']
Friedrich-Ludwig-Jahn-Straße,POINT(10.40781 53.235077),['Station']
Gaußstraße,POINT(10.404491 53.222454),['Station']
Ginsterweg,POINT(10.396142 53.232743),['Station']
Goebelstraße,POINT(10.416858 53.268641),['Station']
Goethestraße,POINT(10.41039 53.235172),['Station']
Goseburgstraße,POINT(10.418278 53.264455),['Station']
Graf-von-Moltke-Straße,POINT(10.439619 53.236764),['Station']
Abzweigung Ebensberg,POINT(10.461265 53.26451),['Station']
Gut Olm,POINT(10.454511 53.261591),['Station']
Häcklinger Weg,POINT(10.387002 53.219667),['Station']
Hagemannsweg,POINT(10.398379 53.281143),['Station']
Hagen-Schule,POINT(10.447814 53.243898),['Station']
Hagen (Wendeplatz),POINT(10.451424 53.24301),['Station']
Hans-Steffens-Weg,POINT(10.435015 53.25091),['Station']
Hasenburg,POINT(10.393984 53.225813),['Station']
Hasenburger Schule,POINT(10.397082 53.233118),['Station']
Hasenburger Weg,POINT(10.383149 53.228779),['Station']
Bernhard-Riemann-Straße,POINT(10.405608 53.224086),['Station']
Heidkamp,POINT(10.393641 53.234596),['Station']
Jägerstraße,POINT(10.384742 53.248916),['Station']
Am Wildgehege,POINT(10.38984 53.266111),['Station']
Heidkoppelweg,POINT(10.468788 53.261425),['Station']
Rondeel,POINT(10.23926 53.673496),['Station']
Albert-Schweitzer-Straße,POINT(10.411813 53.26339),['Station']
Klosterkamp (Nord),POINT(10.44715 53.230445),['Station']
Auf den Blöcken,POINT(10.461067 53.238048),['Station']
Veilchenring,POINT(10.372306 53.210518),['Station']
Konrad-Adenauer-Straße (Ost),POINT(10.445335 53.231258),['Station']
Hermann-Löns-Straße,POINT(10.435743 53.261001),['Station']
Ahornweg,POINT(10.438089 53.246514),['Station']
Am Entenmoor,POINT(10.389045 53.291065),['Station']
Bahnhofstraße,POINT(10.379782 53.29076),['Station']
Hamburger Landstraße,POINT(10.386873 53.293436),['Station']
St.-Nikolai-Straße (Schule),POINT(10.388984 53.292405),['Station']
Bühringsmoor,POINT(10.360102 53.292055),['Station']
Wendeplatz,POINT(10.35649 53.293552),['Station']
Feldstraße (Bf. Bardowick),POINT(10.370113 53.289469),['Station']
Im Sande,POINT(10.386023 53.296852),['Station']
Markt,POINT(10.393031 53.297866),['Station']
Nikolaihof,POINT(10.39533 53.292016),['Station']
